asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_146,Samsung SDI,삼성SDI,006400,KOSPI,KR,STOCK
A_147,LG Energy Solution,LG에너지솔루션,373220,KOSPI,KR,STOCK
A_103,SK Innovation,SK이노베이션,096770,KOSPI,KR,STOCK
A_545,LS Electric,LS일렉트릭,010120,KOSPI,KR,STOCK
A_753,Hyosung Heavy Industries,효성중공업,298040,KOSPI,KR,STOCK
A_1125,Seojin System,서진시스템,178320,KOSDAQ,KR,STOCK
A_114,POSCO DX,포스코DX,022100,KOSDAQ,KR,STOCK
A_1126,Hanjung NCS,한중엔시에스,107640,KOSDAQ,KR,STOCK
A_096,ELENSYS,이랜시스,264850,KOSDAQ,KR,STOCK
A_1127,Sanil Electric,산일전기,062040,KOSDAQ,KR,STOCK
A_1128,Solus Advanced Materials,솔루스첨단소재,336370,KOSPI,KR,STOCK
A_1129,Lotte Energy Materials,롯데에너지머티리얼즈,020150,KOSPI,KR,STOCK
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
A_1130,Enphase Energy,엔페이즈에너지,ENPH,NASDAQ,US,STOCK
A_1131,SolarEdge Technologies,솔라엣지,SEDG,NASDAQ,US,STOCK
