asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_111,EchoStar,EchoStar,SATS,NASDAQ,US,STOCK
A_118,Rocket Lab,로켓랩,RKLB,NASDAQ,US,STOCK
A_137,SpaceX,스페이스X(비),,,,PRIVATE
A_206,Northrop Grumman,노스럽그루먼,NOC,NYSE,USA,Stock
A_266,Palantir Technologies,팔란티어,PLTR,NYSE,US,STOCK
A_270,Kratos Defense & Security Solutions,크라토스,KTOS,NASDAQ,US,STOCK
A_271,AeroVironment,에어로바이론먼트,AVAV,NASDAQ,US,STOCK
A_272,L3Harris Technologies,L3해리스테크놀로지스,LHX,NYSE,US,STOCK
A_307,GE Aerospace,GE에어로스페이스,GE,NYSE,US,STOCK
A_413,General Dynamics,제너럴다이내믹스,GD,NYSE,US,STOCK
A_414,RTX Corporation,RTX,RTX,NYSE,US,STOCK
A_415,Honeywell International,하니웰인터내셔널,HON,NASDAQ,US,STOCK
A_416,Lockheed Martin,록히드마틴,LMT,NYSE,US,STOCK
A_417,Intuitive Machines,인튜이티브머신스,LUNR,NASDAQ,US,STOCK
A_418,Joby Aviation,조비에비에이션,JOBY,NYSE,US,STOCK
A_419,Archer Aviation,아처에비에이션,ACHR,NYSE,US,STOCK
A_420,AST SpaceMobile,AST스페이스모바일,ASTS,NASDAQ,US,STOCK
A_421,Planet Labs PBC,플래닛랩스,PL,NYSE,US,STOCK
A_422,1Q U.S. Aerospace Tech ETF,1Q미국우주항공테크,0131V0,KRX,KR,ETF
A_423,KODEX U.S. Aerospace ETF,KODEX미국우주항공,0167Z0,KRX,KR,ETF
A_424,ARK Space Exploration & Innovation ETF,ARKX,ARKX,BATS,US,ETF
A_425,SPDR S&P Kensho Final Frontiers ETF,ROKT,ROKT,NYSEARCA,US,ETF
A_426,Procure Space ETF,UFO,UFO,NASDAQ,US,ETF
A_427,iShares U.S. Aerospace & Defense ETF,ITA,ITA,BATS,US,ETF
